623	1738
624	103
625	81
626	3129
627	2596
628	101
629	112
630	111
631	1857
632	2145
633	3566
634	294
635	3100
636	67
637	98
638	189
639	2526
640	2092
641	72
642	412
643	2500
644	3299
645	2466
646	118
647	2728
648	87
649	173
650	218
651	94
652	195
653	86
654	119
655	108
656	62
657	120
658	70
659	159
660	120
661	69
662	100
663	100
664	160
665	55
666	104
667	92
668	78
669	72
670	104
671	109
672	106
673	72
674	110
675	571
676	125
677	116
678	90
679	68
680	76
681	154
682	89
683	106
684	96
685	143
686	109
687	165
688	80
689	153
690	88
691	141
692	74
693	88
694	66
695	151
696	94
697	2589
698	85
699	94
700	99
701	83
702	100
703	285
704	101
705	103
706	98
707	78
708	72
709	265
710	259
711	94
712	117
713	88
714	105
715	85
716	108
717	91
718	82
719	75
720	223
721	94
722	151
723	146
724	68
725	174
726	83
727	80
728	117
729	75
730	82
731	116
732	81
733	213
734	149
735	79
736	1303
737	122
738	77
739	208
740	95
741	128
742	81
743	85
744	105
745	110
746	98
747	61
748	99
749	89
750	95
751	291
752	91
753	122
754	139
755	67
756	230
757	78
758	79
759	159
760	80
761	5311
762	87
763	3069
764	70
765	85
766	279
767	101
768	129
769	76
770	68
771	59
772	108
773	72
774	125
775	83
776	90
777	551
778	59
779	150
780	85
781	236
782	80
783	168
784	122
785	122
786	1189
787	2177
788	130
789	153
790	63
791	2181
792	83
793	103
794	83
795	2000
796	3371
797	80
798	103
799	65
800	83
801	152
802	2029
803	894
804	110
805	346
806	130
807	2862
808	3130
809	62
810	110
811	2188
812	1329
813	88
814	152
815	2613
816	1733
817	61
818	121
819	70
820	3607
821	3145
822	74
823	244
824	1975
825	2445
826	2933
827	160
828	193
829	84
830	1894
831	148
832	64
833	75
834	3411
835	2638
836	82
837	195
838	2535
839	2966
840	1751
841	41
842	3466
843	2839
844	61
845	66
846	136
847	120
848	101
849	119
850	606
851	102
852	98
853	479
854	88
855	589
856	109
857	79
858	77
859	89
860	246
861	98
862	134
863	74
864	173
865	154
866	194
867	37
868	431
869	142
870	134
871	95
872	71
873	160
874	84
875	61
876	156
877	60
878	88
879	57
880	103
881	98
882	137
883	69
884	87
885	74
886	161
887	151
888	70
889	75
890	103
891	96
892	87
893	59
894	106
895	117
896	67
897	64
898	126
899	63
900	123
901	191
902	91
903	70
904	117
905	125
906	89
907	70
908	96
909	96
910	88
911	62
912	73
913	159
914	125
915	60
916	153
917	2290
918	76
919	152
920	71
921	135
922	75
923	79
924	72
925	86
926	254
927	98
928	46
929	82
930	274
931	73
932	57
933	111
934	168
935	101
936	79
937	58
938	64
939	77
940	127
941	275
942	79
943	77
944	116
945	83
946	123
947	103
948	151
949	111
950	82
951	148
952	165
953	43
954	205
955	83
956	73
957	157
958	94
959	86
960	120
961	147
962	64
963	68
964	113
965	106
966	50
967	88
968	179
969	37
970	65
971	170
972	114
973	87
974	72
975	155
976	157
977	94
978	91
979	131
980	72
981	92
982	37
983	1255
984	77
985	67
986	137
987	128
988	1444
989	226
990	823
991	1941
992	256
993	85
994	147
995	1560
996	86
997	215
998	60
999	5959
1000	3447
1001	129
1002	62
1003	77
1004	204
1005	145
1006	126
1007	1906
1008	1523
1009	78
1010	347
1011	2248
1012	3111
1013	172
1014	147
1015	132
1016	1722
1017	1705
1018	105
1019	170
1020	60
1021	2639
1022	1817
1023	172
1024	106
1025	51
1026	1904
1027	142
1028	200
1029	119
1030	1870
1031	2038
1032	3380
1033	456
1034	263
1035	3678
1036	150
1037	136
1038	135
1039	3296
1040	2490
1041	146
1042	68
1043	3291
1044	2338
1045	2193
1046	168
1047	112
1048	84
1049	2936
1050	3570
1051	107
1052	126
1053	145
1054	116
1055	118
1056	215
1057	394
1058	154
1059	162
1060	408
1061	334
1062	134
1063	155
1064	162
1065	87
1066	130
1067	89
1068	137
1069	116
1070	151
1071	135
1072	204
1073	141
1074	136
1075	189
1076	126
1077	156
1078	118
1079	176
1080	277
1081	92
1082	249
1083	141
1084	98
1085	94
1086	80
1087	120
1088	128
1089	94
1090	78
1091	76
1092	107
1093	68
1094	107
1095	2740
1096	93
1097	111
1098	114
1099	97
1100	85
1101	180
1102	422
1103	329
1104	101
1105	212
1106	62
1107	371
1108	93
1109	88
1110	167
1111	207
1112	193
1113	95
1114	244
1115	2720
1116	426
1117	112
1118	117
1119	131
1120	157
1121	97
1122	131
1123	29
1124	105
1125	124
1126	250
1127	133
1128	127
1129	480
1130	88
1131	105
1132	182
1133	86
1134	131
1135	170
1136	107
1137	160
1138	138
1139	147
1140	509
1141	297
1142	118
1143	515
1144	297
1145	118
1146	121
1147	381
1148	33
1149	149
1150	64
1151	185
1152	254
1153	152
1154	122
1155	155
1156	80
1157	123
1158	65
1159	106
1160	152
1161	128
1162	163
1163	143
1164	52
1165	100
1166	139
1167	91
1168	85
1169	147
1170	259
1171	123
1172	217
1173	90
1174	147
1175	40
1176	85
1177	51
1178	84
1179	510
1180	205
1181	1150
1182	64
1183	62
1184	99
1185	88
1186	174
1187	96
1188	123
1189	148
1190	254
1191	70
1192	83
1193	134
1194	158
1195	109
1196	215
1197	343
1198	116
1199	280
1200	103
1201	59
1202	129
1203	155
1204	82
1205	89
1206	281
1207	344
1208	165
1209	131
1210	178
1211	1167
1212	1921
1213	156
1214	237
1215	839
1216	283
1217	220
1218	2285
1219	3319
1220	381
1221	71
1222	224
1223	396
1224	85
1225	153
1226	1776
1227	318
1228	147
1229	559
1230	308
1231	3007
1232	3130
1233	253
1234	99
1235	1635
1236	918
1237	143
1238	103
1239	552
1240	2046
1241	1286
1242	212
1243	653
1244	123
1245	1993
1246	123
1247	260
1248	110
1249	2147
1250	2700
1251	2657
1252	214
1253	222
1254	201
1255	2708
1256	1284
1257	342
1258	234
1259	4005
1260	2242
1261	86
1262	1201
1263	74
1264	1738
1265	2613
1266	2892
1267	217
1268	141
1269	191
1270	2122
1271	2138
1272	470
1273	99
1274	166
1275	230
1276	360
1277	211
1278	182
1279	81
1280	152
1281	68
1282	255
1283	202
1284	247
1285	83
1286	64
1287	564
1288	62
1289	107
1290	223
1291	100
1292	318
1293	96
1294	458
1295	948
1296	141
1297	508
1298	84
1299	493
1300	81
1301	66
1302	96
1303	356
1304	189
1305	208
1306	127
1307	219
1308	68
1309	538
1310	221
1311	89
1312	542
1313	109
1314	439
1315	139
1316	302
1317	302
1318	193
1319	304
1320	429
1321	129
1322	288
1323	915
1324	167
1325	224
1326	67
1327	448
1328	105
1329	61
1330	106
1331	382
1332	93
1333	118
1334	304
1335	169
1336	176
1337	82
1338	232
1339	88
1340	92
1341	431
1342	83
1343	297
1344	194
1345	155
1346	65
1347	1194
1348	105
1349	170
1350	152
1351	43
1352	347
1353	125
1354	282
1355	31
1356	388
1357	246
1358	103
1359	267
1360	292
1361	50
1362	144
1363	367
1364	119
1365	154
1366	87
1367	295
1368	91
1369	410
1370	92
1371	309
1372	83
1373	149
1374	175
1375	547
1376	123
1377	285
1378	214
1379	87
1380	185
1381	159
1382	664
1383	263
1384	244
1385	111
1386	78
1387	292
1388	76
1389	105
1390	123
1391	465
1392	109
1393	385
1394	103
1395	278
1396	73
1397	224
1398	92
1399	111
1400	118
1401	136
1402	522
1403	140
1404	207
1405	237
1406	234
1407	74
1408	182
1409	156
1410	214
1411	2196
1412	187
1413	94
1414	602
1415	87
1416	146
1417	102
1418	487
1419	159
1420	238
1421	55
1422	194
1423	89
1424	280
1425	71
1426	3453
1427	122
1428	118
1429	290
1430	188
1431	225
1432	411
1433	224
1434	1206
1435	2369
1436	117
1437	59
1438	176
1439	1873
1440	209
1441	254
1442	2642
1443	2758
1444	219
1445	238
1446	342
1447	3855
1448	145
1449	581
1450	123
1451	1489
1452	2254
1453	148
1454	363
1455	109
1456	3007
1457	2403
1458	361
1459	225
1460	115
1461	1791
1462	1486
1463	176
1464	145
1465	2473
1466	1536
1467	171
1468	695
1469	141
1470	1278
1471	2010
1472	355
1473	1933
1474	265
1475	2040
1476	1935
1477	4187
1478	553
1479	699
1480	286
1481	2085
1482	1547
1483	388
1484	136
1485	220
1486	3274
1487	2620
1488	157
1489	227
1490	2569
1491	2485
1492	183
1493	655
1494	457
1495	2668
1496	4055
1497	193
1498	807
1499	300
1500	257
1501	252
1502	527
1503	231
1504	137
1505	147
1506	200
1507	171
1508	219
1509	768
1510	251
1511	668
1512	234
1513	65
1514	567
1515	84
1516	1045
1517	472
1518	122
1519	193
1520	136
1521	329
1522	239
1523	325
1524	240
1525	530
1526	650
1527	159
1528	234
1529	341
1530	126
1531	257
1532	420
1533	173
1534	247
1535	260
1536	133
1537	298
1538	183
1539	131
1540	559
1541	185
1542	596
1543	357
1544	206
1545	334
1546	265
1547	215
1548	214
1549	224
1550	254
1551	394
1552	2208
1553	400
1554	832
1555	332
1556	234
1557	887
1558	235
1559	334
1560	237
1561	187
1562	87
1563	163
1564	330
1565	95
1566	227
1567	167
1568	451
1569	246
1570	395
1571	197
1572	195
1573	265
1574	226
1575	219
1576	314
1577	125
1578	172
1579	277
1580	914
1581	368
1582	203
1583	455
1584	240
1585	476
1586	207
1587	208
1588	426
1589	142
1590	152
1591	217
1592	104
1593	465
1594	71
1595	179
1596	393
1597	184
1598	407
1599	111
1600	277
1601	234
1602	286
1603	203
1604	234
1605	97
1606	156
1607	212
1608	334
1609	135
1610	117
1611	243
1612	285
1613	145
1614	424
1615	247
1616	67
1617	322
1618	255
1619	237
1620	142
1621	304
1622	246
1623	432
1624	352
1625	152
1626	96
1627	291
1628	158
1629	280
1630	533
1631	1007
1632	257
1633	302
1634	251
1635	86
1636	268
1637	211
1638	261
1639	446
1640	154
1641	108
1642	267
1643	253
1644	246
1645	388
1646	303
1647	266
1648	146
1649	502
1650	157
1651	386
1652	185
1653	214
1654	145
1655	147
1656	169
1657	2500
1658	383
1659	952
1660	778
1661	1664
1662	435
1663	490
1664	1881
1665	1234
1666	1280
1667	319
1668	558
1669	2820
1670	2809
1671	1965
1672	677
1673	1962
1674	828
1675	375
1676	633
1677	2060
1678	349
1679	794
1680	400
1681	3823
1682	2932
1683	425
1684	1264
1685	664
1686	1770
1687	1340
1688	1409
1689	876
1690	315
1691	2322
1692	1637
1693	395
1694	517
1695	1988
1696	713
1697	1334
1698	780
1699	2436
1700	2698
1701	2300
1702	555
1703	685
1704	540
1705	3167
1706	1936
1707	764
1708	890
1709	597
1710	3429
1711	2779
1712	897
1713	125
1714	4646
1715	2796
1716	2623
1717	2913
1718	316
1719	243
1720	2391
1721	2291
1722	5764
1723	620
1724	625
1725	992
1726	697
1727	624
1728	866
1729	2732
1730	596
1731	1030
1732	365
1733	545
1734	487
1735	955
1736	812
1737	924
1738	640
1739	651
1740	524
1741	3158
1742	526
1743	979
1744	1120
1745	4846
1746	149
1747	782
1748	1288
1749	755
1750	342
1751	112
1752	468
1753	626
1754	357
1755	677
1756	484
1757	1832
1758	261
1759	246
1760	290
1761	806
1762	743
1763	2561
1764	497
1765	842
1766	779
1767	1087
1768	771
1769	1059
1770	304
1771	488
1772	1068
1773	314
1774	889
1775	695
1776	765
1777	469
1778	790
1779	542
1780	619
1781	672
1782	952
1783	847
1784	819
1785	2068
1786	144
1787	650
1788	861
1789	685
1790	517
1791	773
1792	1145
1793	520
1794	640
1795	1318
1796	369
1797	678
1798	862
1799	1698
1800	533
1801	204
1802	574
1803	673
1804	980
1805	1657
1806	397
1807	696
1808	441
1809	453
1810	800
1811	444
1812	889
1813	556
1814	148
1815	820
1816	605
1817	832
1818	731
1819	14374
1820	664
1821	223
1822	269
1823	8119
1824	704
1825	385
1826	843
1827	380
1828	1419
1829	890
1830	7337
1831	330
1832	377
1833	719
1834	619
1835	493
1836	526
1837	1207
1838	983
1839	2793
1840	350
1841	617
1842	797
1843	215
1844	848
1845	919
1846	1718
1847	995
1848	403
1849	331
1850	501
1851	1179
1852	3193
1853	755
1854	801
1855	718
1856	851
1857	384
1858	318
1859	838
1860	482
1861	233
1862	684
1863	2527
1864	406
1865	5589
1866	199
1867	230
1868	659
1869	424
1870	644
1871	411
1872	6636
1873	620
1874	1889
1875	653
1876	613
1877	624
1878	2329
1879	502
1880	556
1881	153
1882	874
1883	761
1884	389
1885	896
1886	2257
1887	1385
1888	551
1889	328
1890	1181
1891	1447
1892	434
1893	277
1894	2624
1895	2289
1896	234
1897	2550
1898	336
1899	959
1900	808
1901	4634
1902	2049
1903	39
1904	524
1905	410
1906	3031
1907	2466
1908	500
1909	638
1910	691
1911	2333
1912	2003
1913	236
1914	479
1915	362
1916	1974
1917	1602
1918	558
1919	272
1920	661
1921	1772
1922	219
1923	751
1924	1342
1925	1694
1926	2596
1927	307
1928	1048
1929	804
1930	2378
1931	2335
1932	787
1933	269
1934	263
1935	4575
1936	2436
1937	580
1938	320
1939	180
1940	2614
1941	2167
1942	2580
1943	1916
1944	403
1945	646
1946	1334
1947	596
1948	778
1949	360
1950	1132
1951	548
1952	521
1953	1010
1954	497
1955	545
1956	3723
1957	568
1958	525
1959	425
1960	1421
1961	746
1962	2124
1963	724
1964	640
1965	353
1966	643
1967	221
1968	1149
1969	1314
1970	747
1971	249
1972	722
1973	441
1974	1071
1975	821
1976	184
1977	708
1978	519
1979	2817
1980	379
1981	711
1982	456
1983	255
1984	885
1985	292
1986	602
1987	236
1988	492
1989	356
1990	239
1991	1192
1992	1318
1993	879
1994	1192
1995	514
1996	693
1997	431
1998	456
1999	479
2000	310
2001	788
2002	373
2003	938
2004	217
2005	263
2006	225
2007	1831
2008	537
2009	932
2010	1726
2011	512
2012	698
2013	254
2014	866
2015	699
2016	960
2017	594
2018	1393
2019	502
2020	580
2021	373
2022	259
2023	513
2024	606
2025	850
2026	612
2027	434
2028	640
2029	1111
2030	283
2031	835
2032	345
2033	550
2034	701
2035	2731
2036	355
2037	496
2038	30
2039	299
2040	828
2041	563
2042	348
2043	349
2044	859
2045	274
2046	871
2047	742
2048	531
2049	559
2050	508
2051	591
2052	348
2053	489
2054	483
2055	328
2056	967
2057	591
2058	412
2059	1115
2060	715
2061	270
2062	679
2063	1166
2064	2144
2065	373
2066	688
2067	386
2068	1943
2069	522
2070	362
2071	242
2072	629
2073	926
2074	1238
2075	634
2076	280
2077	498
2078	582
2079	553
2080	657
2081	38
2082	271
2083	365
2084	567
2085	267
2086	265
2087	473
2088	707
2089	223
2090	913
2091	215
2092	325
2093	1591
2094	135
2095	465
2096	491
2097	199
2098	700
2099	1051
2100	564
2101	643
2102	635
2103	331
2104	757
2105	279
2106	905
2107	2269
2108	1249
2109	761
2110	1219
2111	2103
2112	2213
2113	1984
2114	1217
2115	215
2116	841
2117	273
2118	2609
2119	2547
2120	1285
2121	3363
2122	2387
2123	929
2124	1964
2125	1610
2126	1979
2127	2273
2128	2069
2129	488
2130	575
2131	1846
2132	576
2133	2517
2134	2840
2135	2260
2136	852
2137	2736
2138	1446
2139	952
2140	4315
2141	2456
2142	1339
2143	2178
2144	3217
2145	3311
2146	362
2147	1665
2148	2460
2149	1055
2150	1570
2151	1272
2152	112
2153	256
2154	1411
2155	436
2156	752
2157	321
2158	992
2159	977
2160	1288
2161	509
2162	950
2163	421
2164	639
2165	206
2166	453
2167	871
2168	2261
2169	1039
2170	689
2171	237
2172	754
2173	234
2174	1404
2175	427
2176	639
2177	1020
2178	760
2179	714
2180	806
2181	1289
2182	982
2183	121
2184	559
2185	296
2186	829
2187	539
2188	178
2189	163
2190	840
2191	1128
2192	869
2193	803
2194	394
2195	1078
2196	550
2197	240
2198	762
2199	815
2200	754
2201	1055
2202	980
2203	258
2204	4672
2205	2271
2206	848
2207	670
2208	1138
2209	1414
2210	750
2211	307
2212	574
2213	302
2214	1781
2215	832
2216	1398
2217	931
2218	670
2219	527
2220	577
2221	1379
2222	229
2223	2782
2224	998
2225	739
2226	1039
2227	251
2228	848
2229	676
2230	1383
2231	1788
2232	1521
2233	1783
2234	2511
2235	2114
2236	2039
2237	3427
2238	2814
2239	1006
2240	1665
2241	2469
2242	1451
2243	1662
2244	1480
2245	2075
2246	1602
2247	2364
2248	1966
2249	4459
2250	2917
2251	3023
2252	2969
2253	2403
2254	2396
2255	606
2256	2142
2257	1822
2258	4008
2259	2070
2260	2104
2261	2809
2262	1852
2263	4206
2264	2703
2265	1212
2266	1782
2267	2090
2268	2158
2269	1703
2270	1603
2271	2986
2272	1155
2273	2695
2274	2618
2275	4208
2276	2467
2277	2951
2278	2807
2279	3451
2280	2270
2281	667
2282	888
2283	1961
2284	1813
2285	2840
2286	3531
2287	3522
2288	2664
2289	3496
2290	1929
2291	1896
2292	1564
2293	2250
2294	1735
2295	2563
2296	288
2297	2725
2298	2473
2299	2817
2300	1966
2301	4333
2302	2653
2303	2372
2304	2650
2305	2845
2306	3035
2307	1349
2308	1325
2309	710
2310	1695
2311	2295
2312	4284
2313	2655
2314	1965
2315	2575
2316	2209
2317	1716
2318	1964
2319	2400
2320	1819
2321	2359
2322	1326
2323	2571
2324	2730
2325	2494
2326	3105
2327	3847
2328	2724
2329	2602
2330	3197
2331	2455
2332	945
2333	1351
2334	1292
2335	2333
2336	3411
2337	2923
2338	2163
2339	2370
2340	1863
2341	2064
2342	1764
2343	1262
2344	1644
2345	1921
2346	1594
2347	1956
2348	2177
2349	3387
2350	3571
2351	3070
2352	3551
2353	870
2354	2870
2355	2605
2356	297
2357	2695
2358	751
2359	3128
2360	2330
2361	3441
2362	3353
2363	1464
2364	2823
2365	2132
2366	3330
2367	2160
2368	1865
2369	1894
2370	1588
2371	2029
2372	1958
2373	2852
2374	1947
2375	2729
2376	3515
2377	3107
2378	3821
2379	3016
2380	1709
2381	401
2382	353
2383	2070
2384	2697
2385	2655
2386	3882
2387	2043
2388	5134
2389	3592
2390	2315
2391	2007
2392	1528
2393	2208
2394	2427
2395	1605
2396	2208
2397	1689
2398	1448
2399	2161
2400	677
2401	3588
2402	3348
2403	533
2404	2955
2405	2840
2406	3665
2407	6260
2408	920
2409	2104
2410	1709
2411	2723
2412	4230
2413	1884
2414	3606
2415	1941
2416	1363
2417	2483
2418	2053
2419	1606
2420	2131
2421	2018
2422	1661
2423	2575
2424	1924
2425	2274
2426	4678
2427	2708
2428	2988
2429	1953
2430	3149
2431	879
2432	2231
2433	3735
2434	2221
2435	4079
2436	549
2437	1812
2438	2303
2439	1879
2440	2159
2441	1955
2442	2298
2443	2093
2444	1705
2445	2324
2446	1454
2447	1359
2448	2862
2449	4386
2450	3327
2451	2119
2452	2693
2453	1860
2454	2217
2455	1728
2456	3085
2457	3525
2458	2426
2459	4650
2460	5410
2461	1016
2462	4610
2463	1873
2464	2567
2465	2009
2466	2011
2467	1721
2468	2640
2469	1346
2470	871
2471	1681
2472	597
2473	2846
2474	3487
2475	2487
2476	2038
2477	3633
2478	2722
2479	3371
2480	2089
2481	952
2482	1901
2483	3547
2484	3645
2485	1519
2486	3704
2487	3417
2488	2053
2489	56
2490	1711
2491	2300
2492	1677
2493	1679
2494	2379
2495	1328
2496	272
2497	1567
2498	350
2499	3204
2500	766
2501	3761
2502	2908
2503	2589
2504	2679
2505	2479
2506	1973
2507	2112
2508	1218
2509	1783
2510	1893
2511	2332
2512	3644
2513	3209
2514	1441
2515	1619
2516	1517
2517	1466
2518	2705
2519	2147
2520	2409
2521	1546
2522	2512
2523	3698
2524	3675
2525	1952
2526	1319
2527	3361
2528	2608
2529	2842
2530	767
2531	2316
2532	956
2533	2021
2534	1853
2535	2914
2536	1791
2537	1950
2538	1308
2539	1854
2540	1612
2541	2449
2542	2332
2543	1524
2544	1627
2545	2225
2546	2541
2547	2691
2548	3437
2549	3474
2550	2885
2551	2858
2552	2674
2553	2311
2554	2564
2555	1984
2556	2644
2557	3029
2558	1603
2559	2732
2560	450
2561	1790
2562	1661
2563	1444
2564	1250
2565	2699
2566	1116
2567	280
2568	1516
2569	2374
2570	2750
2571	2945
2572	3169
2573	3625
2574	3100
2575	3126
2576	3576
2577	2965
2578	2265
2579	1947
2580	2264
2581	1164
2582	2844
2583	3565
2584	2531
2585	1906
2586	2367
2587	2188
2588	1424
2589	2043
2590	1463
2591	2531
2592	1470
2593	958
2594	1655
2595	1864
2596	2998
2597	1909
2598	2884
2599	3228
2600	2393
2601	3273
2602	2483
2603	2462
2604	1664
2605	3011
2606	3088
2607	3908
2608	2975
2609	2057
2610	1761
2611	2229
2612	1963
2613	2697
2614	1915
2615	1851
2616	1009
2617	1588
2618	2304
2619	1711
2620	2100
2621	2167
2622	3072
2623	2893
2624	2899
2625	3025
2626	3079
2627	2790
2628	3039
2629	2943
2630	3218
2631	2296
2632	2553
2633	3686
2634	1863
2635	2249
2636	3029
2637	2356
2638	1746
2639	1629
2640	1852
2641	2304
2642	2329
2643	2258
2644	1695
2645	2360
2646	3045
2647	2505
2648	2313
2649	2930
2650	3142
2651	2999
2652	2831
2653	4997
2654	2698
2655	1928
2656	1869
2657	1525
2658	785
2659	2317
2660	1523
2661	2732
2662	1773
2663	2074
2664	2469
2665	1595
2666	1970
2667	1991
2668	1604
2669	2029
2670	951
2671	2713
2672	2963
2673	2731
2674	3102
2675	2568
2676	3137
2677	2410
2678	3726
2679	1248
2680	2436
2681	2900
2682	3201
2683	3643
2684	1404
2685	2407
2686	2417
2687	1935
2688	2853
2689	1430
2690	1514
2691	1408
2692	2068
2693	1696
2694	1968
2695	3631
2696	3044
2697	2057
2698	3142
2699	3080
2700	2406
2701	3699
2702	3695
2703	4288
2704	3338
2705	2518
2706	2171
2707	3375
2708	2388
2709	1434
2710	2004
2711	3508
2712	2523
2713	2768
2714	2344
2715	1539
2716	1400
2717	2152
2718	1618
2719	2299
2720	1742
2721	2860
2722	2092
2723	3811
2724	2411
2725	2180
2726	3409
2727	3239
2728	3006
2729	830
2730	2207
2731	1650
2732	2472
2733	1721
2734	2157
2735	2802
2736	2543
2737	1051
2738	1550
2739	1974
2740	1843
2741	1833
2742	2951
2743	1657
2744	1740
2745	1602
2746	3394
2747	2767
2748	1963
2749	3831
2750	3129
2751	3488
2752	969
2753	1690
2754	2189
2755	4623
2756	1336
2757	1981
2758	2280
2759	2563
2760	1944
2761	1575
2762	1314
2763	1918
2764	2063
2765	2606
2766	1795
2767	2829
2768	2188
2769	3314
2770	2615
2771	2194
2772	3774
2773	2991
2774	2874
2775	444
2776	1132
2777	962
2778	2611
2779	2699
2780	3201
2781	2408
2782	3148
2783	2757
2784	3162
2785	1400
2786	2252
2787	2118
2788	1594
2789	1749
2790	2262
2791	1678
2792	2215
2793	3286
2794	2810
2795	1967
2796	3118
2797	3266
2798	3778
2799	525
2800	3129
2801	2178
2802	3370
2803	2386
2804	2021
2805	2378
2806	2409
2807	2351
2808	2371
2809	2575
2810	1573
2811	2196
2812	2260
